style_color,country_code,snapshot_date,model_number,product_name,color_name,gender_segment,category,subcategory,currency,price_local,sale_price_local,discount_pct,in_stock,availability_level
HQ4232-045,HU,2026-03-19,HQ4232,Paris Saint-Germain 2025/26 Stadium Fourth,Off Noir/Fekete/Pearl Pink,BOYS|GIRLS,APPAREL,Jordan Dri-FIT replika futballmez nagyobb gyerekeknek,EUR,79.99,,0.0,True,OOS
HM3206-045,HU,2026-03-19,HM3206,Paris Saint-Germain 2025/26 Stadium Fourth,Off Noir/Fekete/Pearl Pink,MEN,APPAREL,Jordan Dri-FIT férfi replika futballmez,EUR,99.99,,0.0,True,HIGH
HJ4606-680,HU,2026-03-19,HJ4606,Paris Saint-Germain 2025/26 Stadium harmadik,Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Nike Dri-FIT Total 90 férfi replika futballmez,EUR,99.99,,0.0,True,OOS
HM3245-680,HU,2026-03-19,HM3245,Paris Saint-Germain 2025/26 Stadium harmadik,Global Red/Sport Red/Hyper Royal,WOMEN,APPAREL,Nike Dri-FIT Total 90 női replika futballmez,EUR,99.99,,0.0,True,LOW
HJ5293-411,HU,2026-03-19,HJ5293,Paris Saint-Germain 2025/26 Stadium hazai,Midnight Navy/Midnight Navy/Fehér,BOYS|GIRLS,APPAREL,Nike Dri-FIT replika futballmez nagyobb gyerekeknek,EUR,79.99,,0.0,True,HIGH
HJ4593-411,HU,2026-03-19,HJ4593,Paris Saint-Germain 2025/26 Stadium hazai,Midnight Navy/Midnight Navy/Fehér,MEN,APPAREL,Nike Dri-FIT férfi replika futballmez,EUR,99.99,,0.0,True,MEDIUM
DO9422-566,HU,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/Fehér,MEN,APPAREL,Nike Dri-FIT NBA Swingman férfi rövidnadrág,EUR,69.99,,0.0,True,OOS
IO7548-900,HU,2026-03-19,IO7548,Sabrina 3 By You,Többszínű/Többszínű/Többszínű,MEN|WOMEN,FOOTWEAR,Egyedi kosárlabdacipő,EUR,159.99,,0.0,True,HIGH
HM5981-123,HU,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Nike NBA Swingman férfimez,EUR,104.99,,0.0,True,MEDIUM
HV9261-101,HU,2026-03-19,HV9261,Tottenham Hotspur 2025/26 Stadium hazai,Fehér/Light Iron Ore/Binary Blue,MEN,APPAREL,Nike Dri-FIT hosszú ujjú férfi replika futballmez,EUR,109.99,,0.0,True,LOW
IQ0267-417,HU,2026-03-19,IQ0267,Vini Jr. Academy,Midnight Navy/Pink Foam/Metallic Silver,BOYS|GIRLS,APPAREL,Nike Dri-FIT futballrövidnadrág nagyobb gyerekeknek,EUR,34.99,,0.0,True,HIGH
HF0996-010,SE,2026-03-19,HF0996,A'ja Wilson Las Vegas Aces,Svart/Flat Silver/Vit,MEN|WOMEN,APPAREL,Nike Dri-FIT WNBA Victory Jersey,SEK,1099.0,,0.0,True,OOS
FV4227-700,SE,2026-03-19,FV4227,Air Jordan 1 Element Low A/T,Light Lemon Twist/Life Lime/Light Wild Mango/Lime Ice,MEN,FOOTWEAR,Sko för män,SEK,2299.0,,0.0,True,OOS
IB7012-600,SE,2026-03-19,IB7012,Air Jordan 1 Low SE,Team Red/Sierra Red,WOMEN,FOOTWEAR,Sko för kvinnor,SEK,1499.0,,0.0,True,LOW
DV0991-101,SE,2026-03-19,DV0991,Air Jordan 1 Mid,Vit/Vit/Svart,WOMEN,FOOTWEAR,Sko för kvinnor,SEK,1599.0,,0.0,True,HIGH
IO7449-600,SE,2026-03-19,IO7449,Air Jordan 1 Mid SE,Team Red/Obsidian/Pale Vanilla,MEN,FOOTWEAR,Sko för män,SEK,1749.0,,0.0,True,OOS
IB7010-001,SE,2026-03-19,IB7010,Air Jordan 1 Mid SE,Light Iron Ore/Pale Ivory/Oatmeal/Enigma Stone,WOMEN,FOOTWEAR,Sko för kvinnor,SEK,1749.0,,0.0,True,LOW
HQ2011-100,SE,2026-03-19,HQ2011,Air Jordan 1 Mid SE,Vit/Cave Stone/Dark Sulfur/Oil Grey,MEN,FOOTWEAR,Sko för män,SEK,1237.0,1749.0,29.2739,True,HIGH
HQ6996-200,SE,2026-03-19,HQ6996,"Air Jordan 1 Retro Low ""Medium Olive och Summit White""",Medium Olive/Summit White/Sail/Svart,BOYS|GIRLS,FOOTWEAR,Skor för barn,SEK,899.0,,0.0,True,OOS
DN3707-202,SE,2026-03-19,DN3707,"Air Jordan 3 Retro ""Medium Olive""",Medium Olive/Neutral Olive/Sail/Sequoia,MEN,FOOTWEAR,Sko för män,SEK,2399.0,,0.0,True,LOW
II5389-417,SE,2026-03-19,II5389,Air Jordan 85,Old Royal,MEN,APPAREL,Sweatshirt i oversize-modell med rund hals och tryck för män,SEK,449.0,,0.0,True,HIGH
HV4794-100,SE,2026-03-19,HV4794,"Air Jordan 9 Retro ""Flint Grey and French Blue""",Vit/Flint Grey/French Blue,MEN,FOOTWEAR,Sko för män,SEK,2399.0,,0.0,True,OOS
IU1078-417,SE,2026-03-19,IU1078,Brasilien 2026 Match (bortaställ),Old Royal/Svart,WOMEN,APPAREL,Fotbollströja Jordan Aero-FIT Authentic för kvinnor,SEK,1849.0,,0.0,True,MEDIUM
IU1073-417,SE,2026-03-19,IU1073,Brasilien 2026 Stadium (bortaställ),Old Royal/Svart,MEN,APPAREL,Fotbollsshorts Jordan Dri-FIT Replica för män,SEK,629.0,,0.0,True,LOW
IU1080-417,SE,2026-03-19,IU1080,Brasilien 2026 Stadium (bortaställ),Old Royal/Svart,BOYS|GIRLS,APPAREL,Fotbollströja Jordan Dri-FIT Replica för ungdom,SEK,979.0,,0.0,True,HIGH
IU1077-417,SE,2026-03-19,IU1077,Brasilien 2026 Stadium (bortaställ),Old Royal/Svart,WOMEN,APPAREL,Fotbollströja Jordan Dri-FIT Replica för kvinnor,SEK,1249.0,,0.0,True,HIGH
IU1072-417,SE,2026-03-19,IU1072,Brasilien 2026 Stadium (bortaställ),Old Royal/Svart,MEN,APPAREL,Fotbollströja Jordan Dri-FIT Replica för män,SEK,1249.0,,0.0,True,OOS
IU1081-417,SE,2026-03-19,IU1081,Brasilien 2026 Stadium (bortaställ),Old Royal/Svart,BOYS|GIRLS,APPAREL,Fotbollsshorts Jordan Dri-FIT Replica för ungdom,SEK,499.0,,0.0,True,HIGH
IQ3335-369,SE,2026-03-19,IQ3335,Brasilien 2026 Stadium målvakt,Light Menta/Svart,MEN,APPAREL,Kortärmad fotbollströja Jordan Dri-FIT Replica för män,SEK,1249.0,,0.0,True,OOS
IQ3293-010,SE,2026-03-19,IQ3293,Brazil Strike,Svart/Yellow Pulse/Infrared 23,MEN,APPAREL,Stickad fotbollsträningströja Jordan Dri-FIT för män,SEK,849.0,,0.0,True,HIGH
IQ3302-010,SE,2026-03-19,IQ3302,Brazil Strike,Svart/Yellow Pulse/Infrared 23,MEN,APPAREL,Stickade fotbollsbyxor Jordan Dri-FIT för män,SEK,849.0,,0.0,True,HIGH
HV5640-010,SE,2026-03-19,HV5640,Chicago Bulls Courtside,Svart,MEN,APPAREL,Nike NBA Vintage t-shirt för män,SEK,449.0,,0.0,True,OOS
FZ1311-432,SE,2026-03-19,FZ1311,FC Barcelona 2025/26 Match (fjärde tröjan),Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Fotbollströja Nike Dri-FIT ADV Authentic för män,SEK,1749.0,,0.0,True,HIGH
FZ1307-432,SE,2026-03-19,FZ1307,FC Barcelona 2025/26 Stadium (fjärdeställ),Gym Blue/Gym Blue/Salsa Red/Opti Yellow,BOYS|GIRLS,APPAREL,Fotbollströja Nike Dri-FIT Replica för ungdom,SEK,899.0,,0.0,True,HIGH
FZ1304-432,SE,2026-03-19,FZ1304,FC Barcelona 2025/26 Stadium (fjärdeställ),Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Fotbollströja Nike Dri-FIT Replica för män,SEK,1149.0,,0.0,True,HIGH
FZ3958-412,SE,2026-03-19,FZ3958,FC Barcelona Strike (fjärde),University Blue/Gym Blue/Opti Yellow,MEN,APPAREL,Fotbollsjacka Nike Dri-FIT Anthem för män,SEK,1599.0,,0.0,True,HIGH
FJ0238-728,SE,2026-03-19,FJ0238,Golden State Warriors Essential,Amarillo,MEN,APPAREL,Nike NBA-t-shirt för män,SEK,399.0,,0.0,True,LOW
DN2005-401,SE,2026-03-19,DN2005,Golden State Warriors Icon Edition,Rush Blue,MEN,APPAREL,Nike Dri-FIT NBA Swingman Jersey för män,SEK,1199.0,,0.0,True,HIGH
HM3196-438,SE,2026-03-19,HM3196,Inter Milan 2025/26 Match (tredjeställ),Thunder Blue/Safety Orange/Safety Orange,MEN,APPAREL,Fotbollströja Nike Dri-FIT ADV Total 90 Authentic för män,SEK,1749.0,,0.0,True,HIGH
HJ4591-439,SE,2026-03-19,HJ4591,Inter Milan 2025/26 Stadium (hemmaställ),Lyon Blue/Svart/Chlorine Blue,MEN,APPAREL,Fotbollströja Nike Dri-FIT Replica för män,SEK,1149.0,,0.0,True,LOW
IB3536-413,SE,2026-03-19,IB3536,Inter Milan 2026 Stadium målvakt SE,Hyper Blue/Svart/Safety Orange,BOYS|GIRLS,APPAREL,Fotbollströja Nike ACG Dri-FIT Replica för ungdom,SEK,899.0,,0.0,True,HIGH
IQ0547-045,SE,2026-03-19,IQ0547,Jordan,Off Noir,MEN,APPAREL,T-shirt med tryck för män,SEK,449.0,,0.0,True,OOS
DQ8424-109,SE,2026-03-19,DQ8424,Jordan 1 Mid,Summit White/Infrared 23/Neutral Grey/Svart,BOYS|GIRLS,FOOTWEAR,Skor för barn,SEK,979.0,,0.0,True,HIGH
HQ9020-133,SE,2026-03-19,HQ9020,Jordan Brooklyn,Sail/Sail,MEN,APPAREL,T-shirt Realtree för män,SEK,529.0,,0.0,True,OOS
IM5104-417,SE,2026-03-19,IM5104,Jordan Brooklyn,Old Royal/Svart/Yellow Pulse/Yellow Pulse,MEN,APPAREL,Shorts i vävt material 13 cm för män,SEK,529.0,,0.0,True,LOW
HV0469-133,SE,2026-03-19,HV0469,Jordan Brooklyn Fleece,Sail/Sail,WOMEN,APPAREL,Kort huvtröja Realtree Mod med hel dragkedja för kvinnor,SEK,899.0,,0.0,True,LOW
IF1822-010,SE,2026-03-19,IF1822,Jordan Flight,Svart/Vit,MEN,APPAREL,Workwear-jacka med tryck för män,SEK,1749.0,,0.0,True,OOS
IQ5238-010,SE,2026-03-19,IQ5238,Jordan Flight,Svart/Sail,MEN,APPAREL,Vävda byxor för män,SEK,1399.0,,0.0,True,LOW
IO3045-237,SE,2026-03-19,IO3045,Jordan Flight,Baroque Brown/British Khaki/Baroque Brown,WOMEN,APPAREL,Vändbar väst för kvinnor,SEK,1749.0,,0.0,True,LOW
IO9531-010,SE,2026-03-19,IO9531,Jordan Flight Club,Svart,WOMEN,APPAREL,Fleecetröja med kvartslång dragkedja för kvinnor,SEK,1249.0,,0.0,True,LOW
HV0350-010,SE,2026-03-19,HV0350,Jordan Flight Mountainside,Svart,WOMEN,APPAREL,Långärmad body för kvinnor,SEK,899.0,,0.0,True,HIGH
DM0979-009,SE,2026-03-19,DM0979,Jordan Hydro VI Retro,Svart/Infrared 23,MEN,FOOTWEAR,Badtofflor,SEK,699.0,,0.0,True,HIGH
HJ0627-010,SE,2026-03-19,HJ0627,Jordan Rise,Svart/Vit,MEN|WOMEN,APPAREL,Strukturerad keps med böjd skärm,SEK,349.0,,0.0,True,HIGH
HQ9768-010,SE,2026-03-19,HQ9768,Jordan Sport,Svart/Vit,WOMEN,APPAREL,Shorts Dri-FIT med hög midja 15 cm för kvinnor,SEK,579.0,,0.0,True,LOW
IF4126-600,SE,2026-03-19,IF4126,Jordan Tiempo Maestro Elite SE,Infrared 23/Grit,MEN|WOMEN,FOOTWEAR,Fotbollssko för gräs med lågt skaft,SEK,3099.0,,0.0,True,OOS
II7579-016,SE,2026-03-19,II7579,Jordan Tiempo Streetgato SE,Phantom/Infrared 23/Sail,MEN|WOMEN,FOOTWEAR,Fotbollssko för inomhusplan/futsal/street med lågt skaft,SEK,1149.0,,0.0,True,LOW
IB2740-010,SE,2026-03-19,IB2740,Kobe,Svart/Anthracite/Vit,BOYS|GIRLS,APPAREL,Vinteranpassade basketbyxor för ungdom,SEK,799.0,,0.0,True,LOW
IO0311-010,SE,2026-03-19,IO0311,Kobe All-Star Weekend,Svart/Sonic Yellow/Light Photo Blue,BOYS|GIRLS,APPAREL,Baskettröja i fleece för ungdom,SEK,849.0,,0.0,True,LOW
II7126-010,SE,2026-03-19,II7126,LeBron,Svart,MEN,APPAREL,NBA-t-shirt Nike för män,SEK,579.0,,0.0,True,OOS
IM2170-636,SE,2026-03-19,IM2170,Luka,Varsity Red/Svart,MEN,APPAREL,T-shirt för män,SEK,449.0,,0.0,True,OOS
DN2010-419,SE,2026-03-19,DN2010,Memphis Grizzlies Icon Edition,College Navy,MEN,APPAREL,Nike Dri-FIT NBA Swingman Jersey för män,SEK,1199.0,,0.0,True,HIGH
IH9260-368,SE,2026-03-19,IH9260,Nike ACG Fly,Olive Flak/Svart/Svart,MEN|WOMEN,APPAREL,Ostrukturerad keps,SEK,449.0,,0.0,True,LOW
IO9395-628,SE,2026-03-19,IO9395,"Nike Academy ""Vini Jr.""",Sunset Pulse/Old Royal/Old Royal,MEN|WOMEN,EQUIPMENT,Fotboll,SEK,349.0,,0.0,True,OOS
IQ3408-286,SE,2026-03-19,IQ3408,Nike Air Force 1 '07 Premium,Linen/Moon Particle/Mink Brown/Burgundy Crush,MEN,FOOTWEAR,Sko för män,SEK,1499.0,,0.0,True,LOW
HF0659-900,SE,2026-03-19,HF0659,Nike Air Force 1 Low By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,1749.0,,0.0,True,HIGH
HF0660-900,SE,2026-03-19,HF0660,Nike Air Force 1 Mid By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,1849.0,,0.0,True,HIGH
HF0662-900,SE,2026-03-19,HF0662,Nike Air Force 1 Mid By You,Flerfärgade/Flerfärgade/Flerfärgade,WOMEN,FOOTWEAR,Specialdesignad sko för kvinnor,SEK,1849.0,,0.0,True,HIGH
FD9781-900,SE,2026-03-19,FD9781,Nike Air Huarache By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,1749.0,,0.0,True,HIGH
HQ3714-900,SE,2026-03-19,HQ3714,Nike Air Max 1 By You ,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,1949.0,,0.0,True,HIGH
HQ3713-900,SE,2026-03-19,HQ3713,Nike Air Max 1 By You ,Flerfärgade/Flerfärgade/Flerfärgade,WOMEN,FOOTWEAR,Specialdesignad sko för kvinnor,SEK,1949.0,,0.0,True,HIGH
IQ8027-900,SE,2026-03-19,IQ8027,Nike Air Max 270 By You,Flerfärgade/Flerfärgade,MEN,FOOTWEAR,sko för män,SEK,2049.0,,0.0,True,HIGH
IQ9029-001,SE,2026-03-19,IQ9029,Nike Air Max 90,Svart/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Sko för baby/små barn,SEK,799.0,,0.0,True,LOW
IQ9026-001,SE,2026-03-19,IQ9026,Nike Air Max 90,Svart/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Skor för barn,SEK,979.0,,0.0,True,LOW
IQ7583-001,SE,2026-03-19,IQ7583,Nike Air Max 90,Svart/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Sko för ungdomar,SEK,1399.0,,0.0,True,LOW
IB6606-600,SE,2026-03-19,IB6606,"Nike Air Max 90 Premium ""Valentine's Day""",University Red/Svart/University Red,MEN,FOOTWEAR,Sko för män,SEK,1849.0,,0.0,True,OOS
DM1182-991,SE,2026-03-19,DM1182,Nike Air Max 95 By You,Flerfärgade/Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,2399.0,,0.0,True,HIGH
FN6743-900,SE,2026-03-19,FN6743,Nike Air Max 97 By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,2399.0,,0.0,True,HIGH
IQ0288-100,SE,2026-03-19,IQ0288,Nike Air Max Plus,Vit/Pearl Grey/Svart/Neon Yellow,MEN,FOOTWEAR,Sko för män,SEK,2199.0,,0.0,True,LOW
HF0665-900,SE,2026-03-19,HF0665,Nike Air Max Plus By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN|WOMEN,FOOTWEAR,Specialdesignad sko,SEK,2399.0,,0.0,True,HIGH
IM8066-999,SE,2026-03-19,IM8066,Nike Alphafly 3,Flerfärgade/Volt/Vit/Svart,MEN,FOOTWEAR,Tävlingssko för hårt underlag för män,SEK,3699.0,,0.0,True,LOW
DV9436-010,SE,2026-03-19,DV9436,Nike Brasilia,Svart/Svart/Vit,BOYS|GIRLS,EQUIPMENT,Ryggsäck för barn (18L),SEK,429.0,,0.0,True,HIGH
IQ5378-663,SE,2026-03-19,IQ5378,Nike Dunk Low,Pink Foam/Light Crimson/Summit White,BOYS|GIRLS,FOOTWEAR,Sko för baby/små barn,SEK,799.0,,0.0,True,LOW
IM1382-900,SE,2026-03-19,IM1382,Nike Dunk Low By You,Flerfärgade/Flerfärgade/Flerfärgade,WOMEN,FOOTWEAR,Specialdesignad sko för kvinnor,SEK,1599.0,,0.0,True,HIGH
FJ2256-900,SE,2026-03-19,FJ2256,Nike Dunk Low Unlocked By You,Flerfärgade/Flerfärgade/Flerfärgade,WOMEN,FOOTWEAR,Specialdesignad sko för kvinnor,SEK,1849.0,,0.0,True,HIGH
IO7556-900,SE,2026-03-19,IO7556,Nike Field General By You,Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,1399.0,,0.0,True,HIGH
IO7564-900,SE,2026-03-19,IO7564,Nike Field General By You,Flerfärgade/Flerfärgade,WOMEN,FOOTWEAR,Specialdesignad sko för kvinnor,SEK,1399.0,,0.0,True,HIGH
IF7444-100,SE,2026-03-19,IF7444,Nike Fly,Vit/Anthracite,MEN|WOMEN,APPAREL,Ostrukturerad kylkeps Dri-FIT ADV,SEK,1499.0,,0.0,True,HIGH
CW7635-991,SE,2026-03-19,CW7635,Nike Internationalist By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad sko för män,SEK,1399.0,,0.0,True,HIGH
IM3650-640,SE,2026-03-19,IM3650,"Nike Jr. Mercurial Vapor 16 Academy ""Vini Jr.""",Sunset Pulse/Old Royal,BOYS|GIRLS,FOOTWEAR,Fotbollssko för varierat underlag med lågt skaft för ungdom,SEK,799.0,,0.0,True,HIGH
DN3614-458,SE,2026-03-19,DN3614,Nike Mercurial Hardshell,Racer Blue/Svart/Pink Blast,MEN|WOMEN,EQUIPMENT,Fotbollsbenskydd,SEK,329.0,,0.0,True,LOW
HQ3271-900,SE,2026-03-19,HQ3271,Nike Mercurial Superfly 10 Academy By You,Flerfärgade/Flerfärgade,MEN|WOMEN,FOOTWEAR,Specialdesignad fotbollssko för gräs FG med högt skaft,SEK,1499.0,,0.0,True,HIGH
HQ3270-900,SE,2026-03-19,HQ3270,Nike Mercurial Vapor 16 Academy By You,Flerfärgade/Flerfärgade,MEN|WOMEN,FOOTWEAR,Specialdesignad fotbollssko för gräs med lågt skaft,SEK,1399.0,,0.0,True,HIGH
HQ4308-003,SE,2026-03-19,HQ4308,Nike Mind 002,Light Smoke Grey/Photon Dust/Hyper Crimson/Chrome,MEN,FOOTWEAR,Sko för män,SEK,1599.0,,0.0,True,OOS
HV6335-102,SE,2026-03-19,HV6335,Nike Phantom,Vit/Racer Blue/Pink Blast,MEN|WOMEN,EQUIPMENT,Fotboll,SEK,279.0,,0.0,True,HIGH
HV0310-610,SE,2026-03-19,HV0310,Nike Pro,Bordeaux,GIRLS,APPAREL,"Shorts Dri-FIT 7,5 cm med glänsande detaljer för ungdom (tjejer)",SEK,379.0,,0.0,True,MEDIUM
FJ0439-010,SE,2026-03-19,FJ0439,Nike Sportswear,Svart/Svart/Vit,MEN|WOMEN,EQUIPMENT,Totebag RPM (26 l),SEK,979.0,,0.0,True,HIGH
IF1704-010,SE,2026-03-19,IF1704,Nike Sportswear,Svart/Vit/Vit,GIRLS,APPAREL,Vävda byxor för ungdom (tjejer),SEK,699.0,,0.0,True,MEDIUM
IO9567-400,SE,2026-03-19,IO9567,Nike Streakfly 2 Glam,Dark Obsidian/Electric Green/Purple Dynasty/Svart,MEN,FOOTWEAR,Tävlingssko för hårt underlag,SEK,2199.0,,0.0,True,OOS
IO9913-100,SE,2026-03-19,IO9913,Nike Structure Plus,Vit/Sail/Sea Glass/Vit,WOMEN,FOOTWEAR,Löparsko för hårt underlag för kvinnor,SEK,2049.0,,0.0,True,LOW
IO9607-960,SE,2026-03-19,IO9607,Nike Tiempo Ligera Pro LE,Metallic Red Bronze/Metallic Rose Gold,MEN|WOMEN,FOOTWEAR,Fotbollssko för gräs med lågt skaft,SEK,1849.0,,0.0,True,OOS
IQ8295-339,SE,2026-03-19,IQ8295,Nike Tiempo Streetgato LE,Olive Aura/Metallic Red Bronze/Light Liquid Lime,MEN|WOMEN,FOOTWEAR,Fotbollssko för inomhusplan/futsal/street med lågt skaft,SEK,999.0,,0.0,True,LOW
HQ6413-002,SE,2026-03-19,HQ6413,Nike V5 RNR,Svart/Anthracite/Svart,BOYS|GIRLS,FOOTWEAR,Sko för baby/små barn,SEK,579.0,,0.0,True,LOW
IB6554-001,SE,2026-03-19,IB6554,Nike Vapor 12,Svart/Light Lemon Twist/Blue Ribbon Heather/Vit,WOMEN,FOOTWEAR,Tennissko för hårt underlag för kvinnor,SEK,1949.0,,0.0,True,LOW
IB6558-100,SE,2026-03-19,IB6558,Nike Vapor Pro 3,Sail/Turf Orange/Blue Ribbon Heather/Svart,MEN,FOOTWEAR,Tennisskor för hårt underlag för män,SEK,1599.0,,0.0,True,LOW
IB6550-700,SE,2026-03-19,IB6550,Nike Vapor Pro 3,Light Lemon Twist/Blue Ribbon Heather/Laser Fuchsia/Svart,WOMEN,FOOTWEAR,Tennissko för hårt underlag för kvinnor,SEK,1599.0,,0.0,True,LOW
IF0515-002,SE,2026-03-19,IF0515,Nike Vomero 18,Svart/Coconut Milk/Light Iron Ore/Summit White,WOMEN,FOOTWEAR,Löparsko för hårt underlag för kvinnor (extra bred),SEK,1749.0,,0.0,True,LOW
IO7552-900,SE,2026-03-19,IO7552,Nike Vomero 18 By You,Flerfärgade/Flerfärgade/Flerfärgade,WOMEN,FOOTWEAR,Specialdesignad löparsko för hårt underlag för kvinnor,SEK,2199.0,,0.0,True,HIGH
IO7528-900,SE,2026-03-19,IO7528,Nike Vomero 18 By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN,FOOTWEAR,Specialdesignad löparsko för hårt underlag för män,SEK,2199.0,,0.0,True,HIGH
IO9566-400,SE,2026-03-19,IO9566,Nike Zoom Fly 6 Glam,Dark Obsidian/Racer Blue/Emerald Rise/Svart,WOMEN,FOOTWEAR,Tävlingssko för hårt underlag för kvinnor,SEK,2049.0,,0.0,True,LOW
IQ5175-001,SE,2026-03-19,IQ5175,"Nike Zoom GP Challenge 1,5 PRM",Svart/Light Lemon Twist/Vit,WOMEN,FOOTWEAR,Tennissko för hårt underlag för kvinnor,SEK,1849.0,,0.0,True,LOW
HQ2181-004,SE,2026-03-19,HQ2181,Nike Zoom Vomero Roam,Svart/Svart/Racer Blue/Svart,WOMEN,FOOTWEAR,Vinterskor för kvinnor,SEK,2049.0,,0.0,True,HIGH
IF1989-435,SE,2026-03-19,IF1989,Nike x Stranger Things,Light Photo Blue/Light Photo Blue,MEN,APPAREL,Huvtröja i pullovermodell för män,SEK,849.0,,0.0,True,LOW
II5248-051,SE,2026-03-19,II5248,Nike x Stranger Things,Birch Heather,MEN,APPAREL,T-shirt för män,SEK,699.0,,0.0,True,LOW
DN2016-403,SE,2026-03-19,DN2016,Oklahoma City Thunder Icon Edition,Signal Blue,MEN,APPAREL,Nike Dri-FIT NBA Swingman Jersey för män,SEK,1199.0,,0.0,True,LOW
FN8972-101,SE,2026-03-19,FN8972,Paris Saint-Germain 2024/25 Stadium (bortaställ),Vit/Midnight Navy/University Red/Midnight Navy,WOMEN,APPAREL,Fotbollströja Nike Dri-FIT Replica för kvinnor,SEK,1149.0,,0.0,True,OOS
HM3198-680,SE,2026-03-19,HM3198,Paris Saint-Germain 2025/26 Match (tredjeställ),Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Fotbollströja Nike Dri-FIT ADV Total 90 Authentic för män,SEK,1749.0,,0.0,True,OOS
HQ4232-045,SE,2026-03-19,HQ4232,Paris Saint-Germain 2025/26 Stadium (fjärde ställ),Off Noir/Svart/Pearl Pink,BOYS|GIRLS,APPAREL,Fotbollströja Jordan Dri-FIT Replica för ungdom,SEK,899.0,,0.0,True,OOS
HM3206-045,SE,2026-03-19,HM3206,Paris Saint-Germain 2025/26 Stadium (fjärde ställ),Off Noir/Svart/Pearl Pink,MEN,APPAREL,Fotbollströja Jordan Dri-FIT Replica för män,SEK,1149.0,,0.0,True,HIGH
HJ5293-411,SE,2026-03-19,HJ5293,Paris Saint-Germain 2025/26 Stadium (hemmaställ),Midnight Navy/Midnight Navy/Vit,BOYS|GIRLS,APPAREL,Fotbollströja Nike Dri-FIT Replica för ungdom,SEK,899.0,,0.0,True,HIGH
HJ4593-411,SE,2026-03-19,HJ4593,Paris Saint-Germain 2025/26 Stadium (hemmaställ),Midnight Navy/Midnight Navy/Vit,MEN,APPAREL,Fotbollströja Nike Dri-FIT Replica för män,SEK,1149.0,,0.0,True,MEDIUM
HJ4606-680,SE,2026-03-19,HJ4606,Paris Saint-Germain 2025/26 Stadium (tredjeställ),Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Fotbollströja Nike Dri-FIT Total 90 Replica för män,SEK,1149.0,,0.0,True,OOS
HM3245-680,SE,2026-03-19,HM3245,Paris Saint-Germain 2025/26 Stadium (tredjeställ),Global Red/Sport Red/Hyper Royal,WOMEN,APPAREL,Fotbollströja Nike Dri-FIT Total 90 Replica för kvinnor,SEK,1149.0,,0.0,True,LOW
DO9422-566,SE,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/Vit,MEN,APPAREL,Nike Dri-FIT NBA Swingman-shorts för män,SEK,799.0,,0.0,True,OOS
IO7548-900,SE,2026-03-19,IO7548,Sabrina 3 By You,Flerfärgade/Flerfärgade/Flerfärgade,MEN|WOMEN,FOOTWEAR,Specialdesignade basketskor,SEK,1849.0,,0.0,True,HIGH
HM5981-123,SE,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Nike NBA Swingman Jersey för män,SEK,1199.0,,0.0,True,MEDIUM
HV9261-101,SE,2026-03-19,HV9261,Tottenham Hotspur 2025/26 Stadium (hemmaställ),Vit/Light Iron Ore/Binary Blue,MEN,APPAREL,Långärmad fotbollströja Nike Dri-FIT Replica för män,SEK,1249.0,,0.0,True,LOW
HM3207-741,SE,2026-03-19,HM3207,Tottenham Hotspur 2025/26 Stadium (tredjeställ),Dynamic Yellow/Blue Void/Pacific Blue/Blue Void,MEN,APPAREL,Fotbollströja Nike Dri-FIT Total 90 Replica för män,SEK,1149.0,,0.0,True,LOW
